4,0.0,1,0.0,1.0,1.0,0.0,11,255,0.0,0.0,0.0,1,0.09,0.01,156,0.0,11,0.46,1416,0.61,1,0.0,0.0,0
2,0.0,1,0.29,1.0,0.14,0.0,1,1,0.0,0.0,0.0,0,0.0,0.14,7,0.0,1,0.0,102,0.0,2,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,1,255,0.0,0.0,0.0,1,0.03,0.02,43,0.0,1,0.0,761,0.0,1,0.0,0.0,0
4,0.0,1,0.01,1.0,0.99,0.0,3,252,0.0,0.0,0.0,1,0.0,0.0,255,0.29,7,0.0,301,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,6,255,0.0,0.01,0.0,1,0.02,0.17,6,0.0,6,0.0,974,0.0,1,0.0,0.0,0
12,0.0,1,0.01,1.0,1.0,0.0,96,254,0.0,0.0,0.0,0,0.0,0.01,255,0.02,178,0.0,46,0.0,2,0.0,0.0,0
23,0.0,1,0.02,1.0,0.28,0.01,1,49,0.0,0.02,0.0,1,0.0,0.01,176,0.0,1,0.0,903,0.0,1,0.0,0.0,26
4,0.0,1,0.0,1.0,1.0,0.0,2,2,0.0,0.0,0.0,1,0.0,0.5,2,0.0,2,0.0,138,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,1,255,0.0,0.0,0.0,1,0.02,0.2,5,0.0,1,0.0,1357,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,3,255,0.0,0.0,0.0,1,0.01,0.02,94,0.5,4,0.0,1011,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,8,255,0.0,0.0,0.0,1,0.01,0.01,108,0.0,8,0.0,1719,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,2,82,0.0,0.0,0.0,1,0.04,0.02,50,0.67,3,0.0,981,0.0,1,0.0,0.0,0
1,0.0,1,0.33,1.0,0.83,0.0,1,92,0.0,0.0,0.0,1,0.03,0.83,6,0.0,1,0.0,0,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,4,255,0.0,0.0,0.0,1,0.04,0.01,83,0.0,4,0.0,8437,0.0,1,0.0,0.0,0
1,0.0,1,0.38,1.0,0.5,0.0,2,119,0.0,0.0,0.0,1,0.02,0.5,185,0.0,2,0.37,0,0.01,1,0.0,0.0,0
11,0.0,1,0.03,1.0,0.03,0.0,1,6,0.0,0.0,0.0,0,0.33,0.01,196,0.0,1,0.01,135,0.0,1,0.0,0.0,7
4,0.0,1,0.0,1.0,1.0,0.0,1,255,0.0,0.0,0.0,1,0.02,0.01,94,0.67,6,0.0,529,0.0,1,0.0,0.0,0
16,0.0,1,0.02,1.0,0.08,0.0,1,20,0.0,0.0,0.0,1,0.0,0.0,255,0.0,1,0.0,575,0.0,1,0.0,0.0,0
16,0.0,1,0.02,1.0,0.63,0.0,1,166,0.0,0.0,0.0,1,0.01,0.0,214,0.0,1,0.0,330,0.0,1,0.0,0.0,0
16,0.0,1,0.02,1.0,0.68,0.0,1,185,0.0,0.0,0.0,1,0.01,0.01,193,1.0,3,0.0,449,0.0,1,0.0,0.0,1
12,0.0,1,0.01,1.0,0.91,0.0,171,232,0.0,0.0,0.0,0,0.0,0.0,255,0.01,173,0.0,77,0.0,2,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,2,255,0.0,0.0,0.0,1,0.03,0.01,75,0.0,2,0.0,912,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.01,2,255,0.5,0.0,0.1,1,0.02,0.01,73,0.4,10,0.0,1789,0.0,1,0.0,0.1,0
4,0.0,1,0.0,1.0,1.0,0.0,16,255,0.0,0.0,0.0,1,0.05,0.02,64,0.0,16,0.0,1423,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,6,255,0.0,0.0,0.0,1,0.0,0.0,255,0.0,6,0.0,3360,0.0,1,0.0,0.0,0
10,0.0,1,0.01,1.0,0.45,0.8,1,113,0.0,0.88,0.0,1,0.0,0.0,251,0.0,1,0.0,9598,0.0,1,0.0,0.0,409
4,0.0,1,0.0,1.0,1.0,0.0,15,255,0.0,0.0,0.0,1,0.0,0.0,255,0.0,15,0.0,453,0.0,1,0.0,0.0,0
2,0.67,1,0.67,0.33,0.0,0.0,3,1,0.0,0.0,0.0,0,0.0,0.95,255,0.0,1,0.0,0,0.0,2,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,15,255,0.0,0.0,0.0,1,0.01,0.01,107,0.11,19,0.0,821,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,9,255,0.0,0.0,0.0,1,0.0,0.01,255,0.0,9,0.0,765,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,1,255,0.0,0.0,0.0,1,0.0,0.0,255,1.0,2,0.0,315,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,4,255,0.0,0.0,0.0,1,0.0,0.0,255,0.56,9,0.0,584,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,10,255,0.0,0.0,0.0,1,0.02,0.01,69,0.0,10,0.0,5670,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,10,255,0.0,0.0,0.0,1,0.02,0.02,66,0.18,11,0.0,9986,0.0,1,0.0,0.0,0
45,0.0,1,0.05,1.0,0.55,0.0,1,23,0.0,0.0,0.0,0,0.0,0.55,42,0.0,1,0.0,48,0.0,2,0.0,0.0,0
4,0.0,3,0.0,1.0,1.0,0.0,1,38,0.0,0.0,0.0,0,0.18,0.12,8,0.0,1,1.0,0,1.0,1,1.0,1.0,0
4,0.0,1,0.0,1.0,1.0,0.0,8,255,0.0,0.0,0.0,1,0.0,0.0,255,0.22,9,0.0,3282,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,18,255,0.0,0.01,0.0,1,0.02,0.02,62,0.0,18,0.0,3754,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,3,255,0.0,0.0,0.0,1,0.02,0.02,59,0.0,3,0.0,1461,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,7,255,0.0,0.0,0.0,1,0.01,0.04,28,0.33,9,0.0,657,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,1,255,0.0,0.0,0.0,1,0.04,1.0,1,0.88,8,0.0,7902,0.0,1,0.0,0.0,0
12,0.0,1,0.0,1.0,1.0,0.0,2,171,0.0,0.0,0.0,0,0.01,1.0,67,0.75,4,0.0,0,0.0,2,0.0,0.0,0
4,0.0,3,0.0,1.0,1.0,0.0,1,55,0.0,0.0,0.0,0,0.24,0.17,6,0.0,1,1.0,0,1.0,1,1.0,1.0,0
42,0.0,1,0.0,1.0,1.0,0.08,1,25,0.0,0.08,0.0,0,0.0,0.04,25,0.0,1,0.04,4,0.04,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,13,255,0.0,0.0,0.0,1,0.0,0.0,255,0.08,26,0.0,581,0.0,1,0.0,0.0,0
1,0.0,1,0.08,1.0,0.17,0.0,1,24,0.0,0.0,0.0,0,0.08,0.17,76,0.0,1,0.0,0,0.0,1,0.0,0.0,0
12,0.0,1,0.0,1.0,1.0,0.0,11,255,0.0,0.0,0.0,0,0.0,0.0,255,0.15,20,0.0,46,0.0,2,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,12,255,0.0,0.01,0.04,1,0.04,0.04,25,0.08,25,0.0,1643,0.0,1,0.0,0.0,0
16,0.0,1,0.03,1.0,0.56,0.0,1,142,0.0,0.0,0.0,1,0.0,0.0,255,0.0,1,0.0,282,0.0,1,0.0,0.0,10
4,0.0,1,0.0,1.0,1.0,0.0,10,255,0.0,0.0,0.0,1,0.04,0.01,121,0.17,18,0.0,362,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,6,255,0.0,0.0,0.0,1,0.03,0.02,52,0.0,6,0.0,1668,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,5,255,0.0,0.0,0.0,1,0.01,0.01,170,0.15,13,0.0,310,0.0,1,0.0,0.0,0
4,0.0,1,0.01,1.0,0.94,0.0,4,239,0.0,0.0,0.0,1,0.0,0.0,255,0.0,4,0.0,2507,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,3,255,0.0,0.01,0.0,1,0.21,0.14,7,0.0,3,0.43,1212,0.96,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,4,255,0.0,0.0,0.0,1,0.01,0.0,251,0.0,4,0.0,3245,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,1,255,0.0,0.0,0.0,1,0.05,0.11,9,0.0,1,0.0,23786,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,5,255,0.0,0.0,0.0,1,0.09,0.2,5,0.0,5,0.0,2649,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,21,255,0.0,0.01,0.0,1,0.06,0.05,21,0.0,21,0.0,546,0.0,1,0.0,0.0,0
12,0.0,1,0.01,1.0,0.88,0.0,1,224,0.0,0.0,0.0,0,0.0,0.04,255,0.0,1,0.0,42,0.0,2,0.0,0.0,542
8,0.25,1,0.01,0.08,0.01,0.0,12,3,0.0,0.0,0.0,0,0.0,0.09,255,0.0,1,0.0,0,0.0,3,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,5,72,0.0,0.0,0.0,1,0.0,0.01,72,0.22,9,0.0,12884,0.0,1,0.0,0.0,0
4,0.0,3,0.0,1.0,1.0,0.0,1,192,0.0,0.0,0.0,0,0.19,0.05,19,0.0,1,1.0,0,0.99,1,1.0,1.0,0
1,0.0,1,0.04,1.0,0.63,0.01,1,65,0.0,0.02,0.0,1,0.05,0.63,75,1.0,2,0.0,0,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,3,255,0.0,0.0,0.0,1,0.0,0.0,255,0.0,3,0.0,788,0.0,1,0.0,0.0,0
12,0.0,1,0.01,1.0,1.0,0.0,167,254,0.0,0.0,0.0,0,0.0,0.0,255,0.0,167,0.0,45,0.0,2,0.0,0.0,0
16,0.0,1,0.67,1.0,0.67,0.0,1,135,0.0,0.0,0.0,1,0.01,0.33,3,1.0,2,0.0,362,0.0,1,0.0,0.0,2
4,0.0,1,0.0,1.0,1.0,0.0,3,255,0.0,0.0,0.0,1,0.03,0.03,36,0.0,3,0.0,1125,0.0,1,0.0,0.0,0
8,1.0,1,0.01,0.5,0.11,0.0,2,28,0.0,0.0,0.0,0,0.0,0.55,255,0.0,1,0.0,0,0.0,3,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,3,255,0.0,0.0,0.0,1,0.0,0.0,255,0.56,9,0.0,1260,0.0,1,0.0,0.0,0
2,0.5,1,0.51,0.5,0.01,0.0,4,2,0.0,0.0,0.0,0,0.0,0.87,255,0.0,2,0.0,105,0.0,2,0.0,0.0,10455
16,0.0,6,0.42,1.0,0.43,0.0,2,96,0.0,0.0,0.0,1,0.02,0.01,170,0.0,2,0.41,2966,0.04,1,1.0,1.0,0
12,0.0,1,0.0,1.0,1.0,0.0,100,255,0.0,0.0,0.0,0,0.0,0.01,255,0.01,166,0.0,41,0.0,2,0.0,0.0,0
11,0.0,1,0.03,1.0,0.04,0.0,1,5,0.0,0.0,0.0,0,0.0,0.01,126,0.0,1,0.0,139,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,2,255,0.0,0.0,0.0,1,0.07,0.03,39,0.0,2,0.0,1745,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,16,255,0.0,0.0,0.0,1,0.05,0.01,79,0.13,23,0.0,9399,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,7,255,0.0,0.0,0.0,1,0.02,0.01,115,0.33,9,0.0,455,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,24,255,0.0,0.0,0.0,1,0.04,0.02,49,0.0,24,0.0,1596,0.0,1,0.0,0.0,0
8,0.0,1,0.0,1.0,1.0,0.0,1,1,0.0,0.0,0.0,0,0.0,1.0,1,0.0,1,0.0,0,0.0,3,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,23,255,0.0,0.0,0.0,1,0.01,0.04,23,0.08,36,0.0,2313,0.0,1,0.0,0.0,0
2,0.31,1,0.08,0.08,0.01,0.0,13,1,0.0,0.0,0.0,1,0.0,0.23,83,0.0,1,0.0,0,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,2,255,0.0,0.0,0.0,1,0.01,0.03,29,0.33,6,0.0,1767,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,13,255,0.0,0.0,0.0,1,0.0,0.0,255,0.0,13,0.0,2304,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,11,255,0.0,0.0,0.0,1,0.0,0.0,255,0.2,15,0.0,422,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,2,14,0.0,0.14,0.0,1,0.14,0.09,11,0.0,2,0.0,10647,0.07,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,16,255,0.0,0.0,0.0,1,0.0,0.0,255,0.0,16,0.0,657,0.0,1,0.0,0.0,0
16,0.0,1,0.09,1.0,0.71,0.02,1,78,0.0,0.01,0.0,1,0.0,0.01,110,1.0,2,0.0,330,0.0,1,0.0,0.0,1
2,0.67,1,0.57,0.33,0.0,0.0,3,1,0.0,0.0,0.0,0,0.0,0.95,255,0.0,1,0.0,105,0.0,2,0.0,0.0,1327
4,0.0,1,0.0,1.0,1.0,0.0,16,255,0.0,0.0,0.0,1,0.02,0.05,21,0.12,17,0.0,1923,0.0,1,0.0,0.0,0
1,0.67,1,0.14,0.67,0.24,0.0,3,29,0.0,0.0,0.0,1,0.07,0.24,37,0.0,2,0.0,0,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,4,255,0.0,0.0,0.0,1,0.03,0.04,26,0.0,4,0.0,2254,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,7,255,0.0,0.0,0.0,1,0.03,0.14,7,0.0,7,0.0,6546,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,4,255,0.0,0.0,0.0,1,0.05,0.01,108,0.0,4,0.0,5199,0.0,1,0.0,0.0,0
16,0.0,1,0.03,1.0,0.88,0.0,1,105,0.0,0.0,0.0,1,0.0,0.01,120,0.0,1,0.0,331,0.0,1,0.0,0.0,0
12,0.01,1,0.01,1.0,0.77,0.0,254,110,0.0,0.0,0.0,0,0.0,0.25,143,0.0,253,0.0,44,0.0,2,0.0,0.0,0
4,0.0,3,0.0,1.0,1.0,0.0,1,255,0.0,0.02,0.0,0,0.03,0.12,8,0.0,1,0.38,0,0.03,1,1.0,1.0,0
2,0.0,1,0.57,1.0,0.01,0.0,1,2,0.0,0.0,0.0,0,0.0,0.96,255,0.0,1,0.0,105,0.0,2,0.0,0.0,5065
8,1.0,1,0.01,0.5,0.07,0.0,2,19,0.0,0.0,0.0,0,0.0,0.35,255,0.0,1,0.0,0,0.0,3,0.0,0.0,0
16,0.0,1,0.06,1.0,0.69,0.0,1,177,0.0,0.0,0.0,1,0.01,0.01,67,0.0,1,0.0,329,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,4,255,0.0,0.0,0.0,1,0.0,0.0,255,0.25,16,0.0,1509,0.0,1,0.0,0.0,0
1,0.0,1,0.02,1.0,0.28,0.0,16,52,0.0,0.0,0.0,1,0.0,0.28,187,0.0,16,0.0,0,0.0,1,0.0,0.0,0
16,0.0,1,0.02,1.0,0.65,0.0,1,189,0.0,0.0,0.0,1,0.01,0.01,152,0.0,1,0.0,333,0.0,1,0.0,0.0,8
4,0.0,3,0.0,1.0,1.0,0.0,1,158,0.0,0.0,0.0,0,0.13,0.33,3,0.0,1,1.0,0,1.0,1,1.0,1.0,0
4,0.0,1,0.0,1.0,1.0,0.01,1,255,0.0,0.0,0.0,1,0.02,0.01,77,0.25,8,0.0,7262,0.0,1,0.0,0.0,0
2,0.0,1,0.51,1.0,0.01,0.0,1,2,0.0,0.0,0.0,0,0.0,0.86,255,0.0,1,0.0,105,0.0,2,0.0,0.0,5753
12,0.0,1,0.01,1.0,0.99,0.0,216,253,0.0,0.0,0.0,0,0.0,0.0,255,0.01,292,0.0,132,0.0,2,0.0,0.0,0
16,0.0,1,0.03,1.0,0.68,0.01,1,78,0.0,0.01,0.0,1,0.0,0.01,115,1.0,2,0.0,330,0.0,1,0.0,0.0,2
4,0.0,1,0.0,1.0,1.0,0.0,21,255,0.0,0.0,0.0,1,0.0,0.0,255,0.0,21,0.0,1294,0.0,1,0.0,0.0,0
16,0.0,1,0.02,1.0,0.62,0.0,1,142,0.0,0.0,0.0,1,0.01,0.01,176,1.0,2,0.01,1383,0.02,1,0.0,0.0,3
16,0.0,1,0.03,1.0,0.47,0.0,1,116,0.0,0.0,0.0,1,0.02,0.01,137,0.0,1,0.03,334,0.04,1,0.0,0.0,5
4,0.0,1,0.0,1.0,1.0,0.0,23,255,0.0,0.0,0.0,1,0.0,0.0,255,0.13,30,0.0,478,0.0,1,0.0,0.03,0
4,0.0,1,0.0,1.0,1.0,0.0,10,255,0.0,0.0,0.0,1,0.03,0.02,42,0.13,15,0.0,3042,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,31,255,0.0,0.0,0.0,1,0.0,0.0,255,0.0,31,0.0,347,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,16,255,0.0,0.0,0.0,1,0.01,0.01,153,0.0,16,0.0,7384,0.0,1,0.0,0.0,0
16,0.0,1,0.05,1.0,0.42,0.0,1,130,0.0,0.0,0.0,1,0.02,0.02,60,0.0,1,0.0,336,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,3,255,0.0,0.0,0.0,1,0.0,0.0,255,0.0,3,0.0,5834,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,13,255,0.0,0.0,0.0,1,0.0,0.0,255,0.0,13,0.0,663,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,3,255,0.0,0.0,0.0,1,0.0,0.0,255,0.33,6,0.0,2408,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,1,255,0.0,0.0,0.0,1,0.02,0.17,6,0.33,9,0.0,27998,0.0,1,0.0,0.0,0
1,0.0,1,0.1,1.0,0.33,0.0,8,75,0.0,0.0,0.0,1,0.03,0.33,42,0.27,11,0.0,0,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,3,255,0.0,0.0,0.0,1,0.01,0.0,247,0.33,9,0.0,1875,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,51,255,0.0,0.0,0.0,1,0.0,0.0,255,0.04,57,0.0,602,0.0,1,0.0,0.0,0
16,0.0,1,0.04,1.0,0.43,0.14,1,109,0.0,0.0,0.0,1,0.0,0.0,255,1.0,2,0.02,436,0.0,1,0.0,0.0,0
12,0.01,1,0.01,1.0,0.88,0.0,307,225,0.0,0.0,0.0,0,0.0,0.0,255,0.0,306,0.0,134,0.0,2,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,4,255,0.0,0.0,0.0,1,0.09,0.1,10,0.0,4,0.0,12642,0.0,1,0.0,0.0,0
10,0.0,1,0.02,1.0,0.25,0.8,1,65,0.0,0.92,0.0,0,0.0,0.0,255,0.0,1,0.0,10686,0.0,1,0.0,0.0,357
8,1.0,1,0.01,0.5,0.02,0.0,2,6,0.0,0.0,0.0,0,0.0,0.11,255,0.0,1,0.0,0,0.0,3,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.01,3,255,0.0,0.01,0.0,1,0.02,0.01,113,0.4,5,0.0,759,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,6,255,0.0,0.0,0.0,1,0.03,0.02,64,0.08,26,0.0,408,0.0,1,0.0,0.0,0
4,0.0,3,0.0,1.0,1.0,0.0,1,229,0.0,0.0,0.0,0,0.06,0.02,53,0.0,1,0.08,0,0.55,1,1.0,1.0,0
4,0.0,1,0.0,1.0,1.0,0.0,3,255,0.0,0.0,0.0,1,0.0,0.0,255,0.3,10,0.0,420,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,9,255,0.0,0.0,0.0,1,0.01,0.01,81,0.2,10,0.0,6622,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,6,255,0.0,0.0,0.0,1,0.03,0.01,165,0.29,7,0.01,1137,0.0,1,0.0,0.0,0
12,0.0,1,0.0,1.0,1.0,0.0,212,255,0.0,0.0,0.0,0,0.0,0.01,255,0.0,212,0.0,73,0.0,2,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,15,255,0.0,0.0,0.0,1,0.0,0.01,255,0.0,15,0.0,12471,0.0,1,0.0,0.0,0
2,0.67,1,0.85,0.33,0.0,0.0,3,1,0.0,0.0,0.0,0,0.0,1.0,255,0.0,1,0.0,105,0.0,2,0.0,0.0,2414
16,0.0,1,0.62,1.0,0.27,0.0,1,85,0.0,0.0,0.0,1,0.02,0.01,114,0.0,1,0.58,234,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,15,255,0.0,0.0,0.0,1,0.03,0.07,15,0.0,15,0.0,4143,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,9,255,0.0,0.01,0.0,1,0.07,0.11,9,0.0,9,0.0,16574,0.0,1,0.0,0.0,0
12,0.0,1,0.0,1.0,1.0,0.0,7,255,0.0,0.0,0.0,0,0.0,0.0,255,0.23,13,0.0,42,0.0,2,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,19,255,0.0,0.0,0.0,1,0.0,0.0,255,0.04,45,0.0,12604,0.0,1,0.0,0.0,0
12,0.0,1,0.0,1.0,1.0,0.0,77,255,0.0,0.0,0.0,0,0.0,0.0,255,0.01,156,0.0,134,0.0,2,0.0,0.0,0
4,0.0,6,0.0,1.0,1.0,0.0,7,255,0.0,0.0,0.0,1,0.01,0.01,128,0.0,7,0.03,16819,0.02,1,0.43,0.43,0
4,0.0,1,0.0,1.0,1.0,0.0,2,167,0.0,0.0,0.0,1,0.03,0.03,32,0.0,2,0.0,7204,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,40,255,0.0,0.0,0.0,1,0.0,0.0,255,0.0,40,0.01,9696,0.01,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,10,255,0.0,0.0,0.0,1,0.0,0.0,255,0.0,10,0.0,3819,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,10,255,0.0,0.0,0.0,1,0.0,0.0,255,0.0,10,0.0,12037,0.0,1,0.0,0.0,0
1,0.0,1,0.02,1.0,0.45,0.0,5,114,0.0,0.0,0.0,1,0.0,0.45,255,0.0,5,0.0,0,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,8,255,0.0,0.0,0.0,1,0.05,0.01,158,0.22,9,0.0,749,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,1,255,0.0,0.0,0.0,1,0.03,0.01,169,0.5,4,0.01,9544,0.0,1,0.0,0.0,0
21,0.0,1,0.09,1.0,0.09,0.0,2,9,0.0,0.0,0.0,0,0.22,0.02,55,0.0,2,0.0,41,0.0,1,0.0,0.0,0
16,0.0,1,0.01,1.0,0.97,0.0,1,248,0.0,0.0,0.0,1,0.01,0.01,152,1.0,2,0.0,328,0.0,1,0.0,0.0,3
4,0.0,1,0.01,1.0,0.94,0.0,4,240,0.0,0.0,0.0,1,0.0,0.0,255,0.0,4,0.0,1380,0.0,1,0.0,0.0,0
16,0.0,6,0.02,1.0,0.69,0.01,1,174,0.0,0.01,0.0,0,0.01,0.01,181,1.0,2,0.03,0,0.03,1,1.0,0.5,0
4,0.0,1,0.0,1.0,1.0,0.04,16,255,0.0,0.01,0.0,1,0.02,0.01,68,0.0,16,0.0,943,0.01,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,7,255,0.0,0.0,0.0,1,0.01,0.07,15,0.0,7,0.0,566,0.0,1,0.0,0.0,0
16,0.0,1,0.15,1.0,0.8,0.0,1,194,0.0,0.0,0.0,1,0.01,0.05,20,0.0,1,0.0,282,0.0,1,0.0,0.0,1
4,0.0,1,0.0,1.0,1.0,0.0,14,255,0.0,0.0,0.0,1,0.01,0.01,99,0.0,14,0.0,24786,0.0,1,0.0,0.0,0
4,0.0,1,0.0,1.0,1.0,0.0,17,255,0.0,0.0,0.0,1,0.0,0.0,255,0.1,20,0.0,321,0.0,1,0.0,0.0,0
1,0.0,1,0.02,1.0,0.25,0.0,1,46,0.0,0.0,0.0,1,0.0,0.25,186,0.0,1,0.0,0,0.0,1,0.0,0.0,0
12,0.0,1,0.0,1.0,1.0,0.0,68,255,0.0,0.0,0.0,0,0.0,0.0,255,0.01,148,0.0,136,0.0,2,0.0,0.0,0
